2016-06-04	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-27	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	3.0	45.0	43.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-07-21	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	60.0	57.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-16	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	79.0	60.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-09-10	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-10-27	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	102.0	0.0	日本	15.0	564.0	442.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-10-31	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	4.0	4.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-03	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	4.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-17	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-16	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	102.0	0.0	日本	NULL	4.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-20	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-12	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	7.0	329.0	211.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-06	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	96.0	0.0	美国	1.0	22.0	18.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-10	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	106.0	0.0	日本	11.0	427.0	328.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-12	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-01	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	21.0	1541.0	1177.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-19	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	74.0	0.0	日本	57.0	585.0	377.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-23	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	NULL	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-01	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-08	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	74.0	0.0	日本	62.0	884.0	607.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-12	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	88.0	0.0	美国	6.0	41.0	28.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-05-30	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-02	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-16	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-05	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	72.0	61.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-28	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	77.0	70.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-09-22	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	6.0	6.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-10-20	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	4.0	4.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-15	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	1.0	1.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-29	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-28	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	106.0	0.0	日本	NULL	6.0	5.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-05	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	106.0	0.0	日本	3.0	92.0	73.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-07	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-24	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	2.0	329.0	247.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-18	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	2.0	14.0	10.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-22	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	100.7	0.0	日本	17.0	817.0	651.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-24	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-13	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	28.0	1404.0	1056.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-07	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	NULL	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-11	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	74.0	0.0	日本	45.0	600.0	397.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-13	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-30	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	5.0	737.0	561.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-02	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	21.0	942.0	690.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-05-24	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-19	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-07-13	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	2.0	78.0	58.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-08	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	72.0	56.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-30	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-09-02	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	6.0	4.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-09-25	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-10-23	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	1.0	1.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-09	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-08	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	102.0	0.0	日本	NULL	10.0	6.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-12	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	1.0	1.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-12-26	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-04	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	NULL	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-26	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	96.0	0.0	美国	2.0	14.0	6.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-30	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	106.0	0.0	日本	3.0	195.0	153.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-02	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	106.0	0.0	日本	4.0	227.0	187.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-04	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-21	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	13.0	1088.0	856.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-15	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-21	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-10	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	19.0	1224.0	923.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-28	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	72.0	0.0	日本	50.0	718.0	496.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-04	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	4.0	22.0	18.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-10	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	59.0	0.0	美国	4.0	41.0	26.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-05-13	1492020-ee6f035faeb9f93c12b12c75644bb269	BOSE	耳机/耳麦	1979.0	0.0	美国	NULL	563.0	396.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-11	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-06-25	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	1.0	61.0	52.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-08-14	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	NULL	美国	NULL	45.0	41.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-09-09	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	NULL	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-10-07	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-01	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2016-11-24	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	72.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-14	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	82.0	0.0	日本	6.0	249.0	195.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-01-16	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-05	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	11.0	545.0	390.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-02-27	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	NULL	3.0	3.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-03	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	78.0	0.0	日本	60.0	1095.0	809.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-05	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	1.0	1.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-03-22	1429160-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MARC JACOBS 马克雅克布	女士香水	298.0	0.0	美国	24.0	1326.0	1038.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-16	1234139-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	复合维生素/矿物质	99.0	0.0	美国	NULL	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-20	1390278-68a3e5516d7a7dc21fbe0e7ee13bfc1c	MINON	面膜/面膜粉	74.0	0.0	日本	56.0	820.0	598.0	NULL	NULL	NULL	NULL	NULL	NULL	active
2017-04-22	1234332-68a3e5516d7a7dc21fbe0e7ee13bfc1c	Nature Made 莱萃美	维生素A/胡萝卜素	31.0	0.0	美国	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	active
