,code,name,c_name
259,000923,河北宣工,雄安新区
260,000958,东方能源,雄安新区
261,000959,首钢股份,雄安新区
262,002108,沧州明珠,雄安新区
263,002146,荣盛发展,雄安新区
264,002342,巨力索具,雄安新区
265,002431,棕榈股份,雄安新区
266,002457,青龙管业,雄安新区
267,002477,雏鹰农牧,雄安新区
268,002542,中化岩土,雄安新区
269,002616,长青集团,雄安新区
270,002691,冀凯股份,雄安新区
271,300075,数字政通,雄安新区
272,300107,建新股份,雄安新区
273,300117,嘉寓股份,雄安新区
274,300137,先河环保,雄安新区
275,300446,乐凯新材,雄安新区
276,300491,通合科技,雄安新区
277,600059,古越龙山,新零售
278,600122,宏图高科,新零售
279,600138,中青旅,新零售
280,600177,雅戈尔,新零售
281,600251,冠农股份,新零售
282,600280,中央商场,新零售
283,600306,商业城,新零售
284,600319,亚星化学,新零售
285,600327,大东方,新零售
286,600436,片仔癀,新零售
287,600594,益佰制药,新零售
288,600640,号百控股,新零售
289,600645,中源协和,新零售
290,600729,重庆百货,新零售
291,600757,长江传媒,新零售
292,600827,百联股份,新零售
293,600859,王府井,新零售
294,600978,宜华生活,新零售
295,600998,九州通,新零售
296,601010,文峰股份,新零售
297,601801,皖新传媒,新零售
298,601933,永辉超市,新零售
299,603001,奥康国际,新零售
300,603008,喜临门,新零售
301,603369,今世缘,新零售
302,603558,健盛集团,新零售
303,603898,好莱客,新零售
304,000100,TCL 集团,新零售
305,000529,广弘控股,新零售
306,000564,供销大集,新零售
307,000759,中百集团,新零售
308,000785,武汉中商,新零售
309,000826,启迪桑德,新零售
310,000861,海印股份,新零售
311,000882,华联股份,新零售
312,000887,中鼎股份,新零售
313,002005,德豪润达,新零售
314,002024,苏宁云商,新零售
315,002029,七 匹 狼,新零售
316,002069,獐子岛,新零售
317,002081,金 螳 螂,新零售
318,002183,怡 亚 通,新零售
319,002215,诺 普 信,新零售
320,002251,步 步 高,新零售
321,002264,新 华 都,新零售
322,002269,美邦服饰,新零售
323,002271,东方雨虹,新零售
324,002277,友阿股份,新零售
325,002291,星期六,新零售
326,002293,罗莱生活,新零售
327,002310,东方园林,新零售
328,002327,富安娜,新零售
329,002344,海宁皮城,新零售
330,002345,潮宏基,新零售
331,002397,梦洁股份,新零售
332,002419,天虹股份,新零售
333,002425,凯撒文化,新零售
334,002444,巨星科技,新零售
335,002477,雏鹰农牧,新零售
336,002488,金固股份,新零售
337,002503,搜于特,新零售
338,002538,司尔特,新零售
339,002561,徐家汇,新零售
340,002563,森马服饰,新零售
341,002607,亚夏汽车,新零售
342,002656,摩登大道,新零售
343,002697,红旗连锁,新零售
344,002719,麦趣尔,新零售
345,300005,探路者,新零售
346,300027,华谊兄弟,新零售
347,300085,银之杰,新零售
348,300131,英唐智控,新零售
349,300177,中海达,新零售
350,300205,天喻信息,新零售
351,300220,金运激光,新零售
352,300232,洲明科技,新零售
353,300244,迪安诊断,新零售
354,300267,尔康制药,新零售
355,300616,尚品宅配,新零售
356,600112,*ST天成,智能电网
357,600192,长城电工,智能电网
358,600268,国电南自,智能电网
359,600312,平高电气,智能电网
360,600406,国电南瑞,智能电网
361,600525,长园集团,智能电网
362,600560,金自天正,智能电网
363,600590,泰豪科技,智能电网
364,600885,宏发股份,智能电网
365,600973,宝胜股份,智能电网
366,603556,海兴电力,智能电网
367,000021,深科技,智能电网
368,000400,许继电气,智能电网
369,000507,珠海港,智能电网
370,000551,创元科技,智能电网
371,000585,东北电气,智能电网
372,000682,东方电子,智能电网
373,002028,思源电气,智能电网
374,002058,威 尔 泰,智能电网
375,002074,国轩高科,智能电网
376,002090,金智科技,智能电网
377,002112,三变科技,智能电网
378,002121,科陆电子,智能电网
379,002123,梦网集团,智能电网
380,002169,智光电气,智能电网
381,002180,纳思达,智能电网
382,002184,海得控制,智能电网
383,002322,理工环科,智能电网
384,002339,积成电子,智能电网
385,002356,赫美集团,智能电网
386,300001,特锐德,智能电网
387,300014,亿纬锂能,智能电网
388,300018,中元股份,智能电网
389,300044,赛为智能,智能电网
390,300062,中能电气,智能电网
391,300356,光一科技,智能电网
392,300365,恒华科技,智能电网
393,300513,恒泰实达,智能电网
394,600076,康欣新材,黄河三角
395,600180,瑞茂通,黄河三角
396,600223,鲁商置业,黄河三角
397,600308,华泰股份,黄河三角
398,600309,万华化学,黄河三角
399,600319,亚星化学,黄河三角
400,600426,华鲁恒升,黄河三角
401,600448,华纺股份,黄河三角
402,600529,山东药玻,黄河三角
403,600586,金晶科技,黄河三角
404,600587,新华医疗,黄河三角
405,600735,新华锦,黄河三角
406,600766,园城黄金,黄河三角
407,600777,新潮能源,黄河三角
408,600783,鲁信创投,黄河三角
409,600784,鲁银投资,黄河三角
410,600789,鲁抗医药,黄河三角
411,600882,广泽股份,黄河三角
412,600898,国美通讯,黄河三角
413,600960,渤海活塞,黄河三角
414,600966,博汇纸业,黄河三角
415,600986,科达股份,黄河三角
416,601058,赛轮金宇,黄河三角
417,601678,滨化股份,黄河三角
418,603167,渤海轮渡,黄河三角
419,000416,民生控股,黄河三角
420,000506,中润资源,黄河三角
421,000639,西王食品,黄河三角
422,000655,金岭矿业,黄河三角
423,000677,恒天海龙,黄河三角
424,000682,东方电子,黄河三角
425,000726,鲁 泰Ａ,黄河三角
426,000739,普洛药业,黄河三角
427,000756,新华制药,黄河三角
428,000811,冰轮环境,黄河三角
429,000822,山东海化,黄河三角
430,000869,张 裕Ａ,黄河三角
431,000880,潍柴重机,黄河三角
432,002041,登海种业,黄河三角
433,002072,凯瑞德,黄河三角
434,002083,孚日股份,黄河三角
435,002086,东方海洋,黄河三角
436,002107,沃华医药,黄河三角
437,002217,合力泰,黄河三角
438,002242,九阳股份,黄河三角
439,002254,泰和新材,黄河三角
440,002270,华明装备,黄河三角
441,002353,杰瑞股份,黄河三角
442,002355,兴民智通,黄河三角
443,002359,北讯集团,黄河三角
444,002363,隆基机械,黄河三角
445,002374,丽鹏股份,黄河三角
446,002376,新北洋,黄河三角
447,002379,宏创控股,黄河三角
448,002382,蓝帆医疗,黄河三角
449,002408,齐翔腾达,黄河三角
450,002458,益生股份,黄河三角
451,002469,三维工程,黄河三角
452,002470,金正大,黄河三角
453,002476,宝莫股份,黄河三角
454,002481,双塔食品,黄河三角
455,002485,希努尔,黄河三角
456,002490,*ST墨龙,黄河三角
457,002498,汉缆股份,黄河三角
458,002521,齐峰新材,黄河三角
459,002526,山东矿机,黄河三角
460,002537,海联金汇,黄河三角
461,002545,东方铁塔,黄河三角
462,002580,圣阳股份,黄河三角
463,002581,未名医药,黄河三角
464,002588,史丹利,黄河三角
465,002589,瑞康医药,黄河三角
466,002595,豪迈科技,黄河三角
467,002598,山东章鼓,黄河三角
468,002604,龙力生物,黄河三角
469,002643,万润股份,黄河三角
470,002655,共达电声,黄河三角
471,002671,龙泉股份,黄河三角
472,002675,东诚药业,黄河三角
473,300099,精准信息,黄河三角
474,300105,龙源技术,黄河三角
475,300110,华仁药业,黄河三角
476,300121,阳谷华泰,黄河三角
477,300175,朗源股份,黄河三角
478,300183,东软载波,黄河三角
479,300185,通裕重工,黄河三角
480,300208,恒顺众昇,黄河三角
481,300214,日科化学,黄河三角
482,300224,正海磁材,黄河三角
483,300233,金城医药,黄河三角
484,300237,美晨生态,黄河三角
485,300243,瑞丰高材,黄河三角
486,300285,国瓷材料,黄河三角
487,300308,中际旭创,黄河三角
488,300321,同大股份,黄河三角
489,300343,联创互联,黄河三角
490,600033,福建高速,海峡西岸
491,600057,象屿股份,海峡西岸
492,600067,冠城大通,海峡西岸
493,600103,青山纸业,海峡西岸
494,600153,建发股份,海峡西岸
495,600163,中闽能源,海峡西岸
496,600203,福日电子,海峡西岸
497,600388,龙净环保,海峡西岸
498,600436,片仔癀,海峡西岸
499,600483,福能股份,海峡西岸
500,600493,凤竹纺织,海峡西岸
501,600549,厦门钨业,海峡西岸
502,600563,法拉电子,海峡西岸
503,600592,龙溪股份,海峡西岸
504,600660,福耀玻璃,海峡西岸
505,600686,金龙汽车,海峡西岸
506,600693,东百集团,海峡西岸
507,600711,盛屯矿业,海峡西岸
508,600734,实达集团,海峡西岸
509,600755,厦门国贸,海峡西岸
510,600802,福建水泥,海峡西岸
511,600815,*ST厦工,海峡西岸
512,600897,厦门空港,海峡西岸
513,601377,兴业证券,海峡西岸
514,601566,九牧王,海峡西岸
515,601933,永辉超市,海峡西岸
516,000526,*ST紫学,海峡西岸
517,000536,华映科技,海峡西岸
518,000547,航天发展,海峡西岸
519,000592,平潭发展,海峡西岸
520,000632,三木集团,海峡西岸
521,000663,永安林业,海峡西岸
522,000671,阳 光 城,海峡西岸
523,000701,厦门信达,海峡西岸
524,000732,泰禾集团,海峡西岸
525,000753,漳州发展,海峡西岸
526,000797,中国武夷,海峡西岸
527,000905,厦门港务,海峡西岸
528,000993,闽东电力,海峡西岸
529,000997,新 大 陆,海峡西岸
530,002029,七 匹 狼,海峡西岸
531,002070,*ST众和,海峡西岸
532,002093,国脉科技,海峡西岸
533,002098,浔兴股份,海峡西岸
534,002102,冠福股份,海峡西岸
535,002110,三钢闽光,海峡西岸
536,002222,福晶科技,海峡西岸
537,002228,合兴包装,海峡西岸
538,002229,鸿博股份,海峡西岸
539,002235,安妮股份,海峡西岸
540,002264,新 华 都,海峡西岸
541,002396,星网锐捷,海峡西岸
542,002398,建研集团,海峡西岸
543,002417,三元达,海峡西岸
544,002474,榕基软件,海峡西岸
545,002509,天广中茂,海峡西岸
546,002517,恺英网络,海峡西岸
547,002529,海源机械,海峡西岸
548,002578,闽发铝业,海峡西岸
549,002593,日上集团,海峡西岸
550,002614,奥佳华,海峡西岸
551,002626,金达威,海峡西岸
552,002639,雪人股份,海峡西岸
553,002674,兴业科技,海峡西岸
554,002679,福建金森,海峡西岸
555,002682,龙洲股份,海峡西岸
556,002702,海欣食品,海峡西岸
557,300051,三五互联,海峡西岸
558,300056,三维丝,海峡西岸
559,300062,中能电气,海峡西岸
560,300096,易联众,海峡西岸
561,300102,乾照光电,海峡西岸
562,300132,青松股份,海峡西岸
563,300174,元力股份,海峡西岸
564,300188,美亚柏科,海峡西岸
565,300198,纳川股份,海峡西岸
566,300299,富春股份,海峡西岸
567,300341,麦迪电气,海峡西岸
568,600039,四川路桥,成渝特区
569,600093,易见股份,成渝特区
570,600101,明星电力,成渝特区
571,600106,重庆路桥,成渝特区
572,600109,国金证券,成渝特区
573,600116,三峡水利,成渝特区
574,600129,太极集团,成渝特区
575,600131,岷江水电,成渝特区
576,600132,重庆啤酒,成渝特区
577,600139,西部资源,成渝特区
578,600279,重庆港九,成渝特区
579,600292,远达环保,成渝特区
580,600321,正源股份,成渝特区
581,600331,宏达股份,成渝特区
582,600353,旭光股份,成渝特区
583,600369,西南证券,成渝特区
584,600378,天科股份,成渝特区
585,600391,航发科技,成渝特区
586,600438,通威股份,成渝特区
587,600452,涪陵电力,成渝特区
588,600466,蓝光发展,成渝特区
589,600505,西昌电力,成渝特区
590,600528,中铁工业,成渝特区
591,600558,大西洋,成渝特区
592,600565,迪马股份,成渝特区
593,600644,乐山电力,成渝特区
594,600666,奥瑞德,成渝特区
595,600674,川投能源,成渝特区
596,600678,四川金顶,成渝特区
597,600691,阳煤化工,成渝特区
598,600702,沱牌舍得,成渝特区
599,600729,重庆百货,成渝特区
600,600733,S*ST前锋,成渝特区
601,600779,水井坊,成渝特区
602,600793,宜宾纸业,成渝特区
603,600804,鹏博士,成渝特区
604,600828,茂业商业,成渝特区
605,600839,四川长虹,成渝特区
606,600847,*ST万里,成渝特区
607,600875,东方电气,成渝特区
608,600877,*ST嘉陵,成渝特区
609,600880,博瑞传播,成渝特区
610,600979,广安爱众,成渝特区
611,601005,*ST重钢,成渝特区
612,601107,四川成渝,成渝特区
613,601158,重庆水务,成渝特区
614,601208,东材科技,成渝特区
615,601777,力帆股份,成渝特区
616,601965,中国汽研,成渝特区
617,603077,和邦生物,成渝特区
618,603333,明星电缆,成渝特区
619,603766,隆鑫通用,成渝特区
620,000155,*ST川化,成渝特区
621,000509,华塑控股,成渝特区
622,000510,金路集团,成渝特区
623,000514,渝 开 发,成渝特区
624,000519,中兵红箭,成渝特区
625,000565,渝三峡Ａ,成渝特区
626,000568,泸州老窖,成渝特区
627,000584,哈工智能,成渝特区
628,000586,汇源通信,成渝特区
629,000593,大通燃气,成渝特区
630,000598,兴蓉环境,成渝特区
631,000607,华媒控股,成渝特区
632,000625,长安汽车,成渝特区
633,000628,高新发展,成渝特区
634,000629,*ST钒钛,成渝特区
635,000656,金科股份,成渝特区
636,000688,建新矿业,成渝特区
637,000710,贝瑞基因,成渝特区
638,000736,中交地产,成渝特区
639,000788,北大医药,成渝特区
640,000790,泰合健康,成渝特区
641,000801,四川九洲,成渝特区
642,000803,*ST金宇,成渝特区
643,000810,创维数字,成渝特区
644,000835,长城动漫,成渝特区
645,000858,五 粮 液,成渝特区
646,000876,新 希 望,成渝特区
647,000888,峨眉山Ａ,成渝特区
648,000892,欢瑞世纪,成渝特区
649,000912,泸天化,成渝特区
650,000935,四川双马,成渝特区
651,000950,*ST建峰,成渝特区
652,001696,宗申动力,成渝特区
653,002004,华邦健康,成渝特区
654,002023,海特高新,成渝特区
655,002259,升达林业,成渝特区
656,002357,富临运业,成渝特区
657,002366,台海核电,成渝特区
658,002386,天原集团,成渝特区
659,002422,科伦药业,成渝特区
660,002466,天齐锂业,成渝特区
661,002480,新筑股份,成渝特区
662,002497,雅化集团,成渝特区
663,002507,涪陵榨菜,成渝特区
664,002539,云图控股,成渝特区
665,002558,巨人网络,成渝特区
666,002628,成都路桥,成渝特区
667,002629,仁智股份,成渝特区
668,600010,包钢股份,铁路基建
669,600169,太原重工,铁路基建
670,600268,国电南自,铁路基建
671,600416,湘电股份,铁路基建
672,600458,时代新材,铁路基建
673,600495,晋西车轴,铁路基建
674,600498,烽火通信,铁路基建
675,600525,长园集团,铁路基建
676,600528,中铁工业,铁路基建
677,600562,国睿科技,铁路基建
678,600580,卧龙电气,铁路基建
679,600592,龙溪股份,铁路基建
680,600728,佳都科技,铁路基建
681,600765,中航重机,铁路基建
682,600787,中储股份,铁路基建
683,600808,马钢股份,铁路基建
684,600820,隧道股份,铁路基建
685,600967,内蒙一机,铁路基建
686,600973,宝胜股份,铁路基建
687,601002,晋亿实业,铁路基建
688,601186,中国铁建,铁路基建
689,601390,中国中铁,铁路基建
690,601677,明泰铝业,铁路基建
691,601766,中国中车,铁路基建
692,601800,中国交建,铁路基建
693,603100,川仪股份,铁路基建
694,603111,康尼机电,铁路基建
695,603508,思维列控,铁路基建
696,603969,银龙股份,铁路基建
697,000008,神州高铁,铁路基建
698,000065,北方国际,铁路基建
699,000595,*ST宝实,铁路基建
700,000609,绵石投资,铁路基建
701,000629,*ST钒钛,铁路基建
702,000887,中鼎股份,铁路基建
703,000898,鞍钢股份,铁路基建
704,000920,南方汇通,铁路基建
705,000925,众合科技,铁路基建
706,000967,盈峰环境,铁路基建
707,000976,华铁股份,铁路基建
708,002011,盾安环境,铁路基建
709,002046,轴研科技,铁路基建
710,002122,天马股份,铁路基建
711,002152,广电运通,铁路基建
712,002161,远 望 谷,铁路基建
713,002248,*ST东数,铁路基建
714,002271,东方雨虹,铁路基建
715,002282,博深工具,铁路基建
716,002296,辉煌科技,铁路基建
717,002298,中电鑫龙,铁路基建
718,002361,神剑股份,铁路基建
719,002480,新筑股份,铁路基建
720,002501,利源精制,铁路基建
721,300001,特锐德,铁路基建
722,300011,鼎汉技术,铁路基建
723,300024,机器人,铁路基建
724,300044,赛为智能,铁路基建
725,300045,华力创通,铁路基建
726,300062,中能电气,铁路基建
727,300095,华伍股份,铁路基建
728,300150,世纪瑞尔,铁路基建
729,300200,高盟新材,铁路基建
730,300213,佳讯飞鸿,铁路基建
731,300320,海达股份,铁路基建
732,300351,永贵电器,铁路基建
733,300367,东方网力,铁路基建
734,300407,凯发电气,铁路基建
735,300411,金盾股份,铁路基建
736,300427,红相电力,铁路基建
737,300440,运达科技,铁路基建
738,300446,乐凯新材,铁路基建
739,300455,康拓红外,铁路基建
740,300462,华铭智能,铁路基建
741,300477,合纵科技,铁路基建
742,600035,楚天高速,物联网
743,600100,同方股份,物联网
744,600171,上海贝岭,物联网
745,600198,大唐电信,物联网
746,600271,航天信息,物联网
747,600345,长江通信,物联网
748,600525,长园集团,物联网
749,600577,精达股份,物联网
750,600602,云赛智联,物联网
751,600718,东软集团,物联网
752,600734,实达集团,物联网
753,600770,综艺股份,物联网
754,600787,中储股份,物联网
755,600845,宝信软件,物联网
756,600855,航天长峰,物联网
757,600879,航天电子,物联网
758,600973,宝胜股份,物联网
759,600990,四创电子,物联网
760,601799,星宇股份,物联网
761,000507,珠海港,物联网
762,000682,东方电子,物联网
763,000701,厦门信达,物联网
764,000801,四川九洲,物联网
765,000851,高鸿股份,物联网
766,000901,航天科技,物联网
767,000917,电广传媒,物联网
768,000988,华工科技,物联网
769,000997,新 大 陆,物联网
770,002017,东信和平,物联网
771,002028,思源电气,物联网
772,002073,软控股份,物联网
773,002079,苏州固锝,物联网
774,002093,国脉科技,物联网
775,002104,恒宝股份,物联网
776,002121,科陆电子,物联网
777,002139,拓邦股份,物联网
778,002151,北斗星通,物联网
779,002161,远 望 谷,物联网
780,002169,智光电气,物联网
781,002183,怡 亚 通,物联网
782,002210,飞马国际,物联网
783,002231,奥维通信,物联网
784,002303,美盈森,物联网
785,002339,积成电子,物联网
786,002402,和而泰,物联网
787,002474,榕基软件,物联网
788,002512,达华智能,物联网
789,002642,荣之联,物联网
790,300007,汉威科技,物联网
791,300014,亿纬锂能,物联网
792,300028,金亚科技,物联网
793,300050,世纪鼎利,物联网
794,300066,三川智慧,物联网
795,300077,国民技术,物联网
796,300078,思创医惠,物联网
797,300096,易联众,物联网
798,300131,英唐智控,物联网
799,300134,大富科技,物联网
800,300155,安居宝,物联网
801,300168,万达信息,物联网
802,300184,力源信息,物联网
803,300203,聚光科技,物联网
804,300208,恒顺众昇,物联网
805,300209,天泽信息,物联网
806,300213,佳讯飞鸿,物联网
807,300248,新开普,物联网
808,300259,新天科技,物联网
809,300275,梅安森,物联网
810,300299,富春股份,物联网
811,300312,邦讯技术,物联网
812,300324,旋极信息,物联网
813,300349,金卡智能,物联网
814,300350,华鹏飞,物联网
815,300356,光一科技,物联网
816,300365,恒华科技,物联网
817,600031,三一重工,军工航天
818,600038,中直股份,军工航天
819,600072,中船科技,军工航天
820,600100,同方股份,军工航天
821,600118,中国卫星,军工航天
822,600148,长春一东,军工航天
823,600150,中国船舶,军工航天
824,600151,航天机电,军工航天
825,600178,东安动力,军工航天
826,600184,光电股份,军工航天
827,600262,北方股份,军工航天
828,600271,航天信息,军工航天
829,600316,洪都航空,军工航天
830,600330,天通股份,军工航天
831,600343,航天动力,军工航天
832,600353,旭光股份,军工航天
833,600363,联创光电,军工航天
834,600372,中航电子,军工航天
835,600391,航发科技,军工航天
836,600399,抚顺特钢,军工航天
837,600416,湘电股份,军工航天
838,600435,北方导航,军工航天
839,600456,宝钛股份,军工航天
840,600480,凌云股份,军工航天
841,600482,中国动力,军工航天
842,600485,信威集团,军工航天
843,600495,晋西车轴,军工航天
844,600501,航天晨光,军工航天
845,600523,贵航股份,军工航天
846,600562,国睿科技,军工航天
847,600565,迪马股份,军工航天
848,600590,泰豪科技,军工航天
849,600592,龙溪股份,军工航天
850,600602,云赛智联,军工航天
